,floors,grade,bathrooms,condition,bedrooms,lat,sqft_living,sqft_living15,zipcode,sqft_above
8972,1,6,1,3,1.0,47.7328,710,900,98133,710
8973,1,7,1,4,3.0,47.3624,1540,1540,98038,1160
8974,1,7,1,3,3.0,47.7652,1390,1320,98155,1390
8975,2,10,2,3,4.0,47.5655,3320,2870,98006,3320
8976,2,8,3,3,3.0,47.5767,1700,1360,98116,1260
8977,1,8,2,4,4.0,47.4391,2720,2340,98058,2120
8978,1,8,2,5,3.0,47.5529,3020,2400,98029,1510
8979,1,8,1,3,3.0,47.504,2120,2460,98146,1540
8980,1,7,1,3,3.0,47.5263,1620,1790,98118,1120
8981,1,8,2,4,4.0,47.6495,2240,2360,98033,1460
8982,1,6,1,4,4.0,47.6962,1080,1200,98103,1080
8983,2,8,2,3,3.0,47.1903,1980,2050,98022,1980
8984,1,7,1,4,3.0,47.7166,1850,1790,98034,1280
8985,1,7,1,3,2.0,47.5324,780,1100,98136,780
8986,1,6,1,1,2.0,47.7461,1380,3130,98011,1380
8987,1,8,1,3,4.0,47.6879,2350,2060,98115,1350
8988,1,5,1,4,3.0,47.2068,910,1400,98022,910
8989,2,8,2,3,3.0,47.5723,2080,2210,98029,2080
8990,1,7,1,3,2.0,47.6233,1300,1700,98102,990
8991,2,9,3,3,4.0,47.669,2800,2370,98105,1890
8992,1,8,1,4,4.0,47.6232,1740,2180,98007,1740
8993,1,7,1,3,3.0,47.4931,1150,1630,98168,1150
8994,1,7,1,4,3.0,47.7025,1850,1450,98033,880
8995,1,7,2,3,5.0,47.5071,2130,1840,98059,1330
8996,3,8,3,3,3.0,47.698,1410,1410,98103,1410
8997,2,8,2,3,3.0,47.4419,2280,1920,98058,2280
8998,1,7,0,3,2.0,47.6489,1040,1700,98119,930
8999,1,7,1,3,3.0,47.3845,1180,1220,98042,1180
9000,1,7,2,4,3.0,47.3588,1730,1730,98042,1360
9001,1,7,2,4,3.0,47.7211,2280,1890,98034,1680
9002,2,7,3,3,6.0,47.3262,2400,2060,98002,2400
9003,1,9,1,4,4.0,47.5975,2620,2230,98005,2620
9004,2,7,2,3,4.0,47.5346,3020,2640,98065,3020
9005,2,8,2,3,4.0,47.3352,2430,2100,98092,2430
9006,2,8,3,3,5.0,47.6101,3710,1720,98074,2510
9007,2,9,3,3,4.0,47.6435,2770,1820,98109,2180
9008,2,6,2,3,2.0,47.3496,1310,1310,98038,1310
9009,1,6,1,2,3.0,47.4845,1500,1730,98168,1500
9010,1,7,1,3,2.0,47.6971,930,1050,98117,930
9011,1,8,2,4,4.0,47.5513,2980,2690,98006,1690
9012,1,8,2,4,4.0,47.6006,2100,2390,98004,1720
9013,1,7,2,4,4.0,47.7207,2120,1890,98034,1490
9014,1,7,1,5,3.0,47.5362,1670,1990,98118,1670
9015,1,7,1,3,3.0,47.4451,970,1110,98045,970
9016,1,7,1,3,4.0,47.553,1030,1250,98126,1030
9017,1,7,1,3,4.0,47.5681,1330,1360,98116,1330
9018,2,8,2,3,3.0,47.6937,2170,1700,98103,2170
9019,1,7,1,3,2.0,47.6233,970,1670,98102,970
9020,1,8,2,3,2.0,47.7106,1350,1660,98053,1350
9021,1,7,1,3,3.0,47.6522,1240,2060,98053,1240
9022,1,7,1,3,4.0,47.6011,1770,1600,98008,1770
9023,1,8,3,4,6.0,47.6356,3560,3210,98005,2760
9024,1,8,2,3,3.0,47.3378,2850,2860,98023,2340
9025,1,7,2,5,3.0,47.7517,1450,1660,98133,1450
9026,1,7,2,4,3.0,47.3841,3080,2424,98032,1610
9027,2,7,2,3,4.0,47.3071,2370,1960,98023,2370
9028,1,7,1,3,3.0,47.7261,1150,1510,98034,1150
9029,1,7,1,3,3.0,47.5057,2130,2380,98178,1330
9030,2,10,2,3,3.0,47.631,2520,2630,98074,2520
9031,1,7,2,3,2.0,47.7648,1440,1780,98072,1440
9032,1,8,2,5,4.0,47.704,2980,2340,98034,1800
9033,2,9,2,5,3.0,47.6035,2500,2090,98122,2370
9034,1,7,1,3,3.0,47.5413,1550,2120,98118,1250
9035,1,7,1,3,3.0,47.7013,2040,1970,98117,1280
9036,1,7,2,4,3.0,47.6025,2330,1750,98122,1580
9037,2,7,4,3,6.0,47.7351,3500,1550,98155,3500
9038,1,8,2,3,4.0,47.6657,2310,2310,98033,1780
9039,1,7,2,4,4.0,47.542,2680,1240,98106,1340
9040,2,7,3,3,6.0,47.2773,2744,2470,98002,2744
9041,2,7,1,3,2.0,47.4723,1200,1530,98055,1200
9042,3,10,2,3,3.0,47.6799,2830,1780,98117,2830
9043,1,7,1,4,3.0,47.503,1250,1350,98146,1250
9044,2,8,2,4,2.0,47.5693,2470,1940,98108,1780
9045,1,7,1,3,3.0,47.6955,1690,1690,98115,1230
9046,1,7,1,3,2.0,47.6539,1150,2240,98103,1150
9047,1,8,1,4,4.0,47.552,1690,2300,98040,1690
9048,2,9,3,3,3.0,47.6367,1290,1710,98119,1090
9049,2,9,4,3,4.0,47.5442,3650,3220,98006,3330
9050,1,7,1,3,2.0,47.4327,1800,1620,98038,1420
9051,1,8,2,4,3.0,47.3112,2420,2150,98023,1370
9052,2,8,2,3,4.0,47.5772,3050,2580,98029,3050
9053,2,8,2,3,4.0,47.4863,3220,2820,98059,3220
9054,1,7,1,3,3.0,47.7422,1160,1160,98077,1160
9055,2,9,2,4,3.0,47.6109,1980,1950,98008,1980
9056,2,8,3,3,5.0,47.5444,3500,2820,98065,2760
9057,1,5,2,3,2.0,47.2786,1590,1310,98001,1590
9058,2,6,1,3,3.0,47.5446,1850,1520,98108,1740
9059,1,7,1,3,3.0,47.5651,1160,1340,98106,1160
9060,1,8,2,4,5.0,47.5651,3040,2920,98006,1640
9061,1,9,2,4,4.0,47.3816,3480,3480,98042,1980
9062,2,7,2,3,3.0,47.4429,1540,1560,98045,1540
9063,2,7,2,4,3.0,47.3603,1650,1930,98030,1650
9064,1,7,1,4,3.0,47.7268,940,1660,98034,940
9065,2,7,2,3,3.0,47.4794,1680,2160,98056,1680
9066,1,6,1,5,4.0,47.492,1170,1100,98056,1170
9067,2,9,3,3,4.0,47.5437,2940,2240,98136,2220
9068,1,7,2,5,3.0,47.4837,1840,1810,98059,960
9069,1,7,1,3,3.0,47.4576,1240,1150,98166,1240
9070,3,10,3,3,3.0,47.5409,3040,1820,98118,3040
9071,2,8,2,3,4.0,47.3373,2717,2550,98001,2717
9072,1,7,2,5,4.0,47.5846,2810,1970,98008,1740
9073,2,7,3,3,3.0,47.4886,2240,1650,98178,2240
9074,1,6,0,5,2.0,47.4285,1060,750,98070,560
9075,1,8,3,5,4.0,47.6853,2440,1770,98103,1480
9076,1,5,1,3,1.0,47.6976,640,1270,98117,640
9077,2,11,3,4,4.0,47.6305,4580,3540,98109,3080
9078,1,8,2,3,3.0,47.6793,1640,1530,98115,1540
9079,1,9,2,3,4.0,47.7316,2070,2050,98125,1590
9080,2,10,2,3,4.0,47.6453,2790,2320,98112,1930
9081,1,7,1,4,5.0,47.6848,2180,1530,98117,1340
9082,1,7,2,5,3.0,47.3815,1740,1420,98042,1740
9083,2,9,2,3,4.0,47.6962,2740,2880,98033,2740
9084,2,8,1,3,2.0,47.5171,1290,1410,98106,1290
9085,1,7,1,4,3.0,47.6722,1990,1560,98052,1030
9086,1,8,2,3,5.0,47.7632,3210,2820,98077,3210
9087,1,7,1,3,3.0,47.7601,1270,1470,98011,1270
9088,2,7,2,3,2.0,47.3793,1660,1740,98042,1660
9089,1,7,1,4,3.0,47.238,960,1930,98022,960
9090,1,7,1,4,3.0,47.676,1830,1830,98115,1830
9091,1,5,2,5,4.0,47.5072,1440,1500,98056,1440
9092,1,8,2,3,3.0,47.2598,1808,1450,98001,1808
9093,2,9,3,3,4.0,47.3534,3420,3580,98010,3420
9094,1,8,1,3,3.0,47.5244,1590,2080,98136,1310
9095,1,7,2,3,3.0,47.3611,1590,1590,98038,1060
9096,2,8,2,3,4.0,47.371,2640,2370,98038,2640
9097,2,7,2,3,3.0,47.3908,1650,1510,98031,1650
9098,2,9,2,4,3.0,47.737,3260,2520,98077,3260
9099,1,8,2,4,3.0,47.3758,2220,2080,98030,1780
9100,2,8,2,3,3.0,47.5774,1460,1690,98116,1050
9101,1,7,1,3,3.0,47.5276,1470,1470,98106,1220
9102,2,9,2,3,3.0,47.6353,1430,1930,98119,1130
9103,2,8,3,3,5.0,47.591,4140,3330,98075,4140
9104,1,7,2,5,3.0,47.635,2590,2440,98109,1790
9105,2,8,2,3,3.0,47.371,2420,2370,98038,2420
9106,1,7,1,4,4.0,47.3437,1130,1540,98003,1130
9107,1,7,2,4,4.0,47.5126,1790,1990,98059,1170
9108,2,9,3,3,5.0,47.7398,3760,3000,98072,2820
9109,2,10,3,3,3.0,47.5818,2940,2760,98075,2940
9110,3,8,2,3,2.0,47.6534,1310,1350,98103,1310
9111,2,8,2,3,4.0,47.4483,2140,2120,98058,2140
9112,2,9,2,3,4.0,47.6181,3540,3540,98074,3540
9113,2,8,2,3,3.0,47.3211,2517,2390,98092,2517
9114,2,8,2,3,4.0,47.7732,2350,2090,98177,2350
9115,2,8,2,3,3.0,47.371,2420,2370,98038,2420
9116,1,7,2,4,4.0,47.3326,2560,1790,98003,1350
9117,1,6,1,4,3.0,47.3632,1610,1060,98042,1610
9118,1,8,3,3,5.0,47.4938,2520,1700,98178,1550
9119,2,7,2,3,3.0,47.5683,1410,1410,98108,960
9120,1,7,0,4,1.0,47.6429,690,1690,98053,690
9121,2,9,2,4,4.0,47.7406,3490,2850,98077,3490
9122,1,7,2,4,3.0,47.3746,1860,1530,98030,1860
9123,1,6,2,4,3.0,47.5101,1960,2190,98178,980
9124,1,7,1,3,2.0,47.649,960,1550,98199,960
9125,1,6,1,3,4.0,47.5002,1580,1130,98178,790
9126,2,8,2,3,3.0,47.5336,2860,2650,98065,2860
9127,1,7,1,3,1.0,47.5385,1020,1000,98106,1020
9128,1,8,1,4,4.0,47.3131,1960,2010,98023,1960
9129,1,6,1,3,2.0,47.5532,1210,1210,98118,860
9130,1,8,2,3,3.0,47.6232,2160,2180,98007,1410
9131,1,7,1,5,3.0,47.7487,2020,1500,98155,1370
9132,1,7,1,4,2.0,47.7064,1130,1220,98133,1130
9133,2,7,1,5,3.0,47.7716,1860,1670,98177,1860
9134,2,9,2,3,2.0,47.7056,2000,2510,98034,2000
9135,1,7,1,3,3.0,47.369,1110,1540,98198,1110
9136,1,7,1,4,2.0,47.4419,1510,1590,98188,1510
9137,2,8,2,3,3.0,47.54,1620,1620,98027,1540
9138,1,7,1,3,3.0,47.7274,990,1200,98034,990
9139,1,7,2,3,3.0,47.7756,1340,1420,98133,1340
9140,2,10,3,3,5.0,47.611,4260,4020,98074,4260
9141,1,8,2,3,3.0,47.7261,1560,1410,98034,790
9142,1,8,1,3,3.0,47.4501,1680,2220,98055,1680
9143,1,6,1,4,3.0,47.3733,1130,1770,98032,1130
9144,1,8,2,3,5.0,47.3812,2300,2350,98030,1300
9145,1,7,1,5,3.0,47.6782,1720,1720,98115,860
9146,2,8,3,3,4.0,47.6948,2600,2000,98117,1820
9147,1,7,1,4,4.0,47.4128,1390,1800,98198,1030
9148,1,7,2,3,3.0,47.5234,1690,860,98126,1690
9149,2,9,2,3,4.0,47.5536,2900,2901,98006,2900
9150,1,7,2,3,5.0,47.6159,1950,1780,98008,1150
9151,1,6,1,3,2.0,47.496,800,1130,98168,800
9152,2,9,2,3,3.0,47.702,2840,2820,98014,2840
9153,1,7,1,3,3.0,47.3179,1350,1660,98003,1350
9154,1,7,1,5,3.0,47.6333,1500,1780,98119,1500
9155,1,8,1,4,4.0,47.5944,1900,2220,98005,1900
9156,1,8,3,3,5.0,47.7504,2730,1150,98155,1670
9157,2,12,2,3,3.0,47.5533,4570,3860,98027,4570
9158,2,8,2,3,3.0,47.6791,1720,1890,98052,1720
9159,1,9,2,4,4.0,47.5453,4250,3460,98040,2380
9160,1,11,4,3,5.0,47.5317,6240,4170,98040,4610
9161,1,7,1,3,2.0,47.6847,880,1310,98117,880
9162,1,7,1,3,4.0,47.6597,1910,2170,98105,1610
9163,2,7,1,3,3.0,47.2309,1790,1970,98022,1790
9164,1,7,1,3,3.0,47.5705,1320,1480,98116,1320
9165,2,10,2,3,3.0,47.4551,1980,2060,98166,1580
9166,1,8,2,3,3.0,47.5736,1960,2800,98008,1960
9167,1,8,1,3,4.0,47.6652,1650,1700,98052,1650
9168,1,8,1,3,4.0,47.6807,2440,2500,98115,1420
9169,2,9,2,3,3.0,47.7695,2630,2800,98028,2630
9170,1,7,1,3,4.0,47.6667,1680,1740,98103,1680
9171,1,7,1,3,4.0,47.489,1340,1620,98168,1340
9172,2,9,2,3,4.0,47.5529,2940,2410,98029,2940
9173,1,7,1,4,3.0,47.6987,1380,1160,98117,1380
9174,2,8,2,3,3.0,47.7195,2090,1640,98177,2090
9175,2,13,7,3,6.0,47.6305,9890,4540,98039,8860
9176,1,7,1,3,3.0,47.4752,1200,1210,98045,1200
9177,1,6,1,4,3.0,47.7096,2280,1850,98034,1760
9178,2,8,2,3,4.0,47.2602,1934,1919,98001,1934
9179,2,8,2,3,3.0,47.6719,1460,1280,98107,1200
9180,2,8,2,4,3.0,47.3672,2440,2530,98042,2440
9181,3,8,2,3,2.0,47.5925,1950,910,98144,1950
9182,1,6,1,5,3.0,47.2052,1510,1210,98022,1510
9183,1,8,3,3,4.0,47.3046,2380,2370,98023,1500
9184,3,8,2,3,2.0,47.6538,1260,1300,98103,1260
9185,2,7,2,3,3.0,47.5298,1390,1390,98118,1390
9186,2,10,3,3,4.0,47.3114,4083,2430,98001,4083
9187,1,7,1,4,4.0,47.7055,1890,1510,98125,1890
9188,1,8,1,3,4.0,47.626,2570,2200,98074,1910
9189,1,8,1,3,3.0,47.5632,1600,2640,98006,1600
9190,1,6,1,3,3.0,47.5524,920,1080,98118,920
9191,2,8,3,3,5.0,47.3534,3610,3610,98038,3610
9192,1,9,2,3,3.0,47.5497,2480,2500,98136,1330
9193,2,7,2,3,3.0,47.3826,1700,2190,98038,1700
9194,1,7,1,4,3.0,47.5442,1260,2500,98136,1260
9195,2,8,2,3,3.0,47.545,1580,1710,98126,1580
9196,1,7,2,5,4.0,47.5848,1920,1960,98116,1300
9197,1,7,2,3,3.0,47.3102,1540,1220,98003,1080
9198,1,7,1,4,3.0,47.6876,1800,1240,98117,1160
9199,2,8,3,3,3.0,47.67,1220,1303,98105,930
9200,1,6,1,4,3.0,47.2857,1320,1070,98002,1320
9201,3,8,2,3,3.0,47.6706,1260,1360,98107,1260
9202,1,7,1,4,2.0,47.5641,720,1330,98116,720
9203,1,7,2,4,3.0,47.5803,1660,2060,98075,1660
9204,2,8,2,3,4.0,47.43,1914,1714,98055,1914
9205,2,9,3,3,4.0,47.6869,3520,3220,98053,3520
9206,1,7,1,4,4.0,47.5353,2100,1730,98106,1050
9207,1,7,1,3,3.0,47.5491,1130,2280,98118,1130
9208,1,8,1,3,3.0,47.5334,1760,1840,98136,1290
9209,2,8,1,3,2.0,47.6853,1460,1440,98103,1000
9210,2,9,2,3,4.0,47.7441,2810,2750,98072,2810
9211,1,9,1,5,3.0,47.6381,2520,1870,98199,1460
9212,2,8,1,3,4.0,47.6259,1820,2050,98102,1820
9213,1,7,2,4,3.0,47.5289,3030,1990,98136,2100
9214,2,8,2,3,4.0,47.6715,2090,1800,98033,2090
9215,1,5,2,4,4.0,47.508,1440,1440,98056,1440
9216,1,7,2,3,3.0,47.6071,1620,1600,98007,1220
9217,1,7,1,4,3.0,47.3054,1290,1300,98023,970
9218,1,7,1,4,4.0,47.6028,2060,1830,98008,1070
9219,2,8,2,3,4.0,47.2596,2910,2770,98003,2910
9220,2,9,2,3,4.0,47.5788,2640,2640,98075,2640
9221,2,7,3,3,5.0,47.5449,2110,2110,98118,1670
9222,2,10,3,3,4.0,47.6436,3260,3470,98053,3260
9223,2,8,2,3,3.0,47.7073,2440,2750,98052,2440
9224,2,8,2,3,3.0,47.7733,2180,2540,98011,2180
9225,2,9,2,3,4.0,47.5656,2780,2750,98006,2780
9226,2,8,2,3,3.0,47.6735,1820,2160,98107,1820
9227,2,8,2,3,4.0,47.7734,2450,2300,98011,2450
9228,1,7,1,4,2.0,47.5631,2240,1390,98118,1120
9229,2,8,3,3,3.0,47.6248,1560,1560,98102,1240
9230,2,7,1,5,3.0,47.4975,2010,1770,98178,2010
9231,1,7,2,4,3.0,47.6804,1510,1620,98115,910
9232,1,7,2,5,4.0,47.6648,1680,1680,98107,840
9233,2,10,2,3,4.0,47.7582,3720,3720,98072,3720
9234,1,8,1,3,3.0,47.6536,2040,2260,98053,2040
9235,1,7,2,3,4.0,47.5766,1530,1340,98144,1530
9236,2,9,3,3,5.0,47.3588,3223,1979,98042,3223
9237,3,9,2,3,4.0,47.7103,2840,2990,98052,2840
9238,1,7,1,3,2.0,47.6881,1940,1250,98117,970
9239,1,6,1,4,2.0,47.5441,920,1640,98108,920
9240,1,7,1,3,5.0,47.4218,1830,1440,98031,1830
9241,1,8,2,3,4.0,47.3137,2500,2500,98023,1830
9242,1,6,1,2,2.0,47.4338,1070,1360,98058,1070
9243,2,8,2,3,4.0,47.3557,2245,2530,98038,2245
9244,1,6,1,4,3.0,47.4613,1150,1230,98058,1150
9245,2,9,2,3,4.0,47.4522,3080,3080,98058,3080
9246,2,8,2,3,4.0,47.3551,2640,1840,98038,2640
9247,2,7,2,3,3.0,47.5535,1400,1440,98029,1400
9248,1,8,2,3,3.0,47.7735,2070,2350,98177,1720
9249,2,7,2,3,4.0,47.49,2220,2220,98059,2220
9250,1,8,1,4,2.0,47.5603,1680,2390,98027,1680
9251,1,7,1,3,5.0,47.5503,1550,1550,98106,1030
9252,1,6,1,5,2.0,47.6793,1210,1570,98117,1210
9253,1,8,2,5,4.0,47.6873,1970,1650,98115,1030
9254,2,7,2,3,3.0,47.5203,2410,2410,98065,2410
9255,1,6,1,5,3.0,47.3608,1050,1100,98042,1050
9256,2,9,2,5,5.0,47.5428,3270,3690,98040,2470
9257,3,9,2,3,2.0,47.6356,1490,1490,98109,1490
9258,1,7,1,3,2.0,47.7288,870,1250,98133,870
9259,1,8,2,3,5.0,47.6074,2760,1680,98122,1730
9260,1,9,3,3,4.0,47.5666,2670,1610,98108,1640
9261,2,10,4,3,4.0,47.5812,3610,3530,98075,3610
9262,1,6,1,3,3.0,47.5175,1480,760,98106,780
9263,1,7,2,4,4.0,47.481,1580,1320,98059,1580
9264,1,7,1,4,3.0,47.3087,2170,2049,98001,1630
9265,2,11,4,3,4.0,47.56,3860,3750,98006,2940
9266,1,7,1,3,3.0,47.3253,1460,1460,98003,1460
9267,1,6,1,3,2.0,47.7412,1060,1100,98155,1060
9268,2,8,2,3,3.0,47.5737,1880,2040,98029,1880
9269,2,7,2,3,4.0,47.5137,1770,2470,98056,1770
9270,1,6,2,3,3.0,47.4564,1220,1640,98166,720
9271,2,8,3,4,4.0,47.5374,1986,1930,98136,1746
9272,3,7,3,3,3.0,47.6904,1340,1290,98103,1340
9273,1,7,2,4,3.0,47.5901,1880,1950,98005,1260
9274,1,7,2,4,3.0,47.4066,2140,2310,98031,2140
9275,1,7,1,4,3.0,47.6133,1180,1510,98007,1180
9276,1,7,1,3,2.0,47.7289,700,1070,98133,700
9277,1,6,1,4,3.0,47.7061,1640,1580,98133,1640
9278,1,8,2,5,4.0,47.6158,2610,1770,98122,1260
9279,1,7,1,3,3.0,47.4181,1410,1970,98166,1410
9280,2,8,2,3,4.0,47.6852,4510,2010,98117,3270
9281,1,6,1,3,3.0,47.3162,1090,1040,98092,1090
9282,2,8,2,3,4.0,47.7699,2470,1690,98155,2470
9283,2,7,2,4,3.0,47.3604,1670,1670,98042,1670
9284,1,6,1,3,3.0,47.5554,1490,2180,98118,700
9285,2,10,3,4,3.0,47.5776,3620,2040,98040,2730
9286,1,8,1,4,3.0,47.6351,1630,1710,98109,1630
9287,1,7,1,5,3.0,47.7769,1560,2230,98028,1560
9288,2,8,2,3,4.0,47.3432,2320,2230,98003,2320
9289,1,8,2,4,4.0,47.562,2330,2330,98006,1450
9290,1,6,1,3,3.0,47.6846,1360,1560,98103,860
9291,1,7,1,3,4.0,47.5507,1530,1540,98108,1130
9292,1,8,2,3,3.0,47.5829,2660,2270,98116,1940
9293,2,9,3,3,3.0,47.5558,3310,2670,98029,3310
9294,2,7,1,3,3.0,47.4331,1550,1550,98055,1550
9295,1,7,2,3,3.0,47.6939,1600,1580,98103,990
9296,1,8,1,5,4.0,47.5328,2290,2290,98027,1270
9297,2,9,2,4,2.0,47.502,2160,2660,98146,2160
9298,1,7,1,3,3.0,47.607,1240,1640,98007,1240
9299,1,8,2,4,4.0,47.7612,1750,1750,98155,1750
9300,3,9,3,3,4.0,47.7103,3030,2910,98052,3030
9301,2,7,1,3,3.0,47.2576,1510,1470,98001,1510
9302,1,7,2,4,3.0,47.7089,2000,2110,98034,1300
9303,2,8,2,4,3.0,47.5948,1640,1830,98007,1640
9304,2,10,3,3,3.0,47.5943,3010,2780,98007,3010
9305,2,7,2,3,3.0,47.3572,1560,1360,98042,1560
9306,2,7,1,3,3.0,47.698,1340,1220,98117,1040
9307,2,8,2,3,3.0,47.674,2120,2480,98052,1770
9308,1,9,2,4,4.0,47.5969,3450,3770,98004,2180
9309,3,8,2,3,3.0,47.6598,1700,1560,98103,1700
9310,1,7,1,3,3.0,47.6756,2260,1950,98103,1200
9311,2,7,2,3,3.0,47.6824,1350,1650,98053,1350
9312,1,8,2,4,5.0,47.5647,3050,2970,98006,1650
9313,1,7,1,3,3.0,47.7405,1320,1250,98072,1320
9314,2,11,3,3,4.0,47.6299,3280,2050,98112,2880
9315,2,8,2,3,4.0,47.7173,2140,1690,98133,2140
9316,1,7,2,3,2.0,47.6474,1780,1690,98119,980
9317,2,9,2,3,4.0,47.5603,2270,2610,98040,2270
9318,1,7,1,3,3.0,47.6884,950,1610,98033,950
9319,2,8,2,3,3.0,47.7252,2130,2130,98052,2130
9320,2,7,2,3,3.0,47.6123,1460,1590,98122,1460
9321,2,8,2,4,4.0,47.4094,2680,2400,98031,2680
9322,1,7,2,4,4.0,47.4095,2270,1920,98198,1540
9323,1,6,1,5,3.0,47.7612,1350,2080,98177,1350
9324,1,6,1,4,3.0,47.567,1440,1500,98126,720
9325,1,8,2,3,4.0,47.3815,2130,1770,98030,1290
9326,2,7,2,3,3.0,47.4866,1900,1950,98059,1900
9327,1,7,1,3,4.0,47.3923,1680,2400,98198,1100
9328,2,9,2,3,4.0,47.5127,2500,2500,98056,2500
9329,2,7,2,3,4.0,47.3448,1710,1710,98002,1710
9330,2,9,2,3,4.0,47.5312,2780,3160,98065,2780
9331,1,7,1,4,3.0,47.6902,1400,1050,98117,1400
9332,1,8,2,4,4.0,47.5436,2260,2630,98040,1770
9333,1,7,1,3,3.0,47.5119,1400,1570,98168,1060
9334,1,8,4,4,7.0,47.6787,2690,1840,98033,2690
9335,2,7,2,3,3.0,47.5307,2070,2230,98065,2070
9336,2,10,2,3,4.0,47.7204,3620,2950,98052,3620
9337,2,8,2,3,3.0,47.4862,1840,2150,98045,1840
9338,2,7,2,3,3.0,47.4068,1950,1890,98031,1950
9339,1,7,1,3,4.0,47.5606,1980,1980,98024,1980
9340,2,7,2,3,3.0,47.4391,1900,2230,98058,1900
9341,1,7,2,3,4.0,47.6126,2380,2230,98008,1540
9342,1,7,1,4,1.0,47.6748,920,1890,98103,920
9343,2,8,2,3,3.0,47.5014,1730,2030,98146,1730
9344,1,7,1,3,3.0,47.6949,1530,1780,98052,1100
9345,2,9,2,3,4.0,47.3086,2240,2240,98023,2240
9346,2,7,2,3,3.0,47.3052,1794,3557,98001,1794
9347,2,8,2,4,5.0,47.5943,2580,2240,98007,1720
9348,1,7,1,4,4.0,47.6988,1420,1670,98117,1420
9349,1,8,2,3,3.0,47.5767,2520,1590,98116,1790
9350,1,8,2,3,4.0,47.6328,1890,1940,98008,1890
9351,1,10,3,3,2.0,47.611,3000,4270,98005,2410
9352,1,7,1,3,4.0,47.6873,1580,1690,98115,1290
9353,1,7,1,3,3.0,47.455,1640,1340,98058,1640
9354,1,7,2,5,4.0,47.5832,2720,1920,98075,1360
9355,1,7,1,3,2.0,47.4472,1280,1520,98058,1280
9356,2,7,2,3,3.0,47.4034,1720,1720,98031,1720
9357,1,8,1,3,4.0,47.7278,2030,1650,98125,1610
9358,1,7,1,3,3.0,47.5506,2130,1780,98118,2130
9359,2,6,2,3,5.0,47.6403,2300,1880,98053,2300
9360,1,7,1,4,4.0,47.7466,2240,1440,98133,1120
9361,1,6,2,4,4.0,47.4854,2090,1460,98146,2090
9362,1,7,1,3,3.0,47.5035,1310,1840,98168,870
9363,1,7,2,3,3.0,47.7408,1840,1710,98028,1200
9364,2,7,2,3,4.0,47.3645,1930,1670,98038,1930
9365,1,7,1,3,3.0,47.3146,1530,1770,98042,1070
9366,1,8,1,3,3.0,47.7539,2590,2340,98177,2590
9367,2,8,2,3,4.0,47.3622,3090,2760,98042,2340
9368,2,9,3,3,5.0,47.5628,2770,2520,98006,2770
9369,1,7,1,3,4.0,47.4288,1760,1180,98055,1230
9370,1,9,2,4,3.0,47.5648,2370,2840,98006,1670
9371,1,6,1,4,3.0,47.422,1270,1270,98198,1270
9372,1,7,2,4,3.0,47.3656,1810,1750,98032,1240
9373,1,7,2,3,3.0,47.7489,1150,2470,98155,1150
9374,2,12,3,3,4.0,47.6646,4475,4340,98033,2659
9375,1,7,1,5,3.0,47.6656,1610,1420,98103,910
9376,2,7,2,3,3.0,47.677,1190,1190,98115,960
9377,1,7,1,3,3.0,47.7211,1740,1650,98133,1600
9378,2,9,3,3,5.0,47.3632,3990,2580,98042,2400
9379,1,8,2,3,2.0,47.7086,1560,1870,98053,1560
9380,2,8,2,4,5.0,47.6225,2860,1340,98102,2160
9381,1,8,2,5,4.0,47.6887,2190,1450,98115,1990
9382,2,9,4,3,6.0,47.6531,3600,1430,98199,2610
9383,2,8,2,3,4.0,47.5503,1950,1720,98029,1950
9384,2,9,1,3,2.0,47.5892,1620,1660,98144,1080
9385,2,13,5,3,6.0,47.6427,7100,3130,98199,5240
9386,1,8,2,4,4.0,47.3275,1890,1890,98003,1260
9387,1,8,2,5,3.0,47.7011,2770,2450,98033,1640
9388,1,7,1,4,3.0,47.606,1770,1670,98008,1170
9389,1,6,0,4,1.0,47.6741,740,1430,98107,740
9390,1,7,1,4,3.0,47.621,1230,1530,98008,1230
9391,2,10,2,5,5.0,47.5553,4570,3180,98040,4570
9392,2,8,2,3,4.0,47.6353,2290,2150,98008,2290
9393,1,8,2,4,3.0,47.6521,2300,2300,98199,1150
9394,2,7,2,4,4.0,47.3683,2300,1820,98042,2300
9395,1,7,2,3,3.0,47.3814,1770,1270,98198,1340
9396,1,8,2,3,4.0,47.1947,2740,2030,98022,2740
9397,2,7,2,3,3.0,47.6825,1610,1300,98052,1610
9398,1,6,1,3,2.0,47.755,840,1320,98155,840
9399,1,9,2,4,3.0,47.6156,2350,2320,98008,2350
9400,1,8,2,3,4.0,47.7086,3140,3170,98034,1900
9401,2,9,4,3,5.0,47.648,4390,1560,98199,2930
9402,1,6,1,2,2.0,47.4145,990,2090,98070,990
9403,1,6,1,3,2.0,47.5155,1120,2160,98118,720
9404,2,9,2,3,4.0,47.6649,3310,3010,98052,3310
9405,2,8,2,3,3.0,47.5752,1910,1800,98029,1910
9406,1,7,2,4,4.0,47.6885,2020,1520,98117,1480
9407,2,9,3,3,5.0,47.6764,3740,1520,98117,2860
9408,3,8,3,3,3.0,47.6954,1600,1600,98117,1600
9409,1,7,1,3,4.0,47.7721,1650,1840,98011,1010
9410,2,9,2,3,4.0,47.4823,3130,1570,98059,3130
